APScheduler,https://raw.githubusercontent.com/agronholm/apscheduler/master/LICENSE.txt,MIT
Click,https://raw.githubusercontent.com/pallets/click/master/LICENSE.rst,3-Clause BSD
Flask,https://raw.githubusercontent.com/pallets/flask/master/LICENSE,3-Clause BSD
Jinja2,https://raw.githubusercontent.com/pallets/jinja/master/LICENSE.rst,BSD
Keras-Applications,https://raw.githubusercontent.com/keras-team/keras-applications/master/LICENSE,MIT
Keras-Preprocessing,https://raw.githubusercontent.com/keras-team/keras-preprocessing/master/LICENSE,MIT
Mako,https://raw.githubusercontent.com/zzzeek/mako/master/LICENSE,MIT
Markdown,https://raw.githubusercontent.com/Python-Markdown/markdown/master/LICENSE.md,BSD
MarkupSafe,https://raw.githubusercontent.com/pallets/markupsafe/master/LICENSE.rst,BSD
Pillow,https://raw.githubusercontent.com/python-pillow/Pillow/master/LICENSE,PIL
PyJWT,https://raw.githubusercontent.com/jpadilla/pyjwt/master/LICENSE,MIT
PyVCF,https://raw.githubusercontent.com/jamescasbon/PyVCF/master/LICENSE,BSD
PyYAML,https://raw.githubusercontent.com/yaml/pyyaml/master/LICENSE,MIT
Pygments,https://raw.githubusercontent.com/nex3/pygments/master/LICENSE,2-Clause BSD
Send2Trash,https://raw.githubusercontent.com/hsoft/send2trash/master/LICENSE,3-Clause BSD
Werkzeug,https://raw.githubusercontent.com/pallets/werkzeug/master/LICENSE.rst,3-Clause BSD
absl-py,https://raw.githubusercontent.com/abseil/abseil-py/master/LICENSE,Apache 2.0
adal,https://raw.githubusercontent.com/AzureAD/azure-activedirectory-library-for-python/dev/LICENSE,MIT
alembic,https://raw.githubusercontent.com/zzzeek/alembic/master/LICENSE,MIT
apache-beam,https://raw.githubusercontent.com/apache/beam/master/LICENSE,Apache 2.0
asn1crypto,https://raw.githubusercontent.com/wbond/asn1crypto/master/LICENSE,MIT
astor,https://raw.githubusercontent.com/berkerpeksag/astor/master/LICENSE,BSD-3-Clause
attrs,https://raw.githubusercontent.com/python-attrs/attrs/master/LICENSE,MIT
avro,https://raw.githubusercontent.com/apache/avro/master/LICENSE.txt,Apache 2.0
avro-python3,https://raw.githubusercontent.com/apache/avro/master/LICENSE.txt,Apache 2.0
backcall,https://raw.githubusercontent.com/takluyver/backcall/master/LICENSE,BSD-3-Clause
backports-abc,https://raw.githubusercontent.com/cython/backports_abc/master/LICENSE,PSF
backports.functools-lru-cache,https://raw.githubusercontent.com/jaraco/backports.functools_lru_cache/master/LICENSE,MIT
backports.shutil-get-terminal-size,https://raw.githubusercontent.com/chrippa/backports.shutil_get_terminal_size/master/LICENSE,MIT
backports.weakref,https://raw.githubusercontent.com/pjdelport/backports.weakref/master/LICENSE,PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2
bleach,https://raw.githubusercontent.com/mozilla/bleach/master/LICENSE,Apache 2.0
cached-property,https://raw.githubusercontent.com/pydanny/cached-property/master/LICENSE,3-Clause BSD
cachetools,https://raw.githubusercontent.com/tkem/cachetools/master/LICENSE,MIT
certifi,https://raw.githubusercontent.com/certifi/python-certifi/master/LICENSE,MLP 2.0
cffi,https://raw.githubusercontent.com/cffi/cffi/master/COPYRIGHT,MIT
chainer,https://raw.githubusercontent.com/chainer/chainer/master/LICENSE,MIT
chainercv,https://raw.githubusercontent.com/chainer/chainercv/master/LICENSE,MIT
chainermn,https://raw.githubusercontent.com/chainer/chainermn/master/LICENSE,MIT
chainerrl,https://raw.githubusercontent.com/chainer/chainerrl/master/LICENSE,MIT
chainerui,https://raw.githubusercontent.com/chainer/chainerui/master/LICENSE,MIT
chardet,https://raw.githubusercontent.com/chardet/chardet/master/LICENSE,LGPL 2.1
configparser,https://bitbucket.org/ambv/configparser/raw/78998f2ded2e840376adc712337545014fa9b622/README.rst,MIT
crcmod,https://raw.githubusercontent.com/gsutil-mirrors/crcmod/master/LICENSE,MIT
cryptography,https://raw.githubusercontent.com/pyca/cryptography/master/LICENSE,Apache or BSD
cupy,https://raw.githubusercontent.com/cupy/cupy/master/LICENSE,MIT
cycler,https://raw.githubusercontent.com/matplotlib/cycler/master/LICENSE,MIT
decorator,https://raw.githubusercontent.com/micheles/decorator/master/LICENSE.txt,2-Clause BSD
defusedxml,https://raw.githubusercontent.com/tiran/defusedxml/master/LICENSE,PSF
dill,https://raw.githubusercontent.com/uqfoundation/dill/master/LICENSE,BSD-3-clause
docker,https://raw.githubusercontent.com/docker/docker-py/master/LICENSE,Apache 2.0
docopt,https://raw.githubusercontent.com/docopt/docopt/master/LICENSE-MIT,MIT
docutils,https://raw.githubusercontent.com/docutils-mirror/docutils/master/COPYING.txt,Public Domain
entrypoints,https://raw.githubusercontent.com/takluyver/entrypoints/master/LICENSE,MIT
enum34,https://bitbucket.org/stoneleaf/enum34/raw/f24487b45cd041fc9406d67441d2186ac70772b7/enum/LICENSE,BSD
fastavro,https://raw.githubusercontent.com/fastavro/fastavro/master/LICENSE,MIT
fastcache,https://raw.githubusercontent.com/pbrady/fastcache/master/LICENSE,MIT
fasteners,https://raw.githubusercontent.com/harlowja/fasteners/master/LICENSE,Apache 2.0
fastrlock,https://raw.githubusercontent.com/scoder/fastrlock/master/LICENSE,MIT
filelock,https://raw.githubusercontent.com/benediktschmitt/py-filelock/master/LICENSE.rst,Public Domain
fire,https://raw.githubusercontent.com/google/python-fire/master/LICENSE,Apache 2.0
funcsigs,https://raw.githubusercontent.com/aliles/funcsigs/master/LICENSE,Apache 2.0
functools32,https://raw.githubusercontent.com/michilu/python-functools32/master/LICENSE,PSF
future,https://raw.githubusercontent.com/PythonCharmers/python-future/master/LICENSE.txt,MIT
futures,https://raw.githubusercontent.com/agronholm/pythonfutures/master/LICENSE,PSF
gapic-google-cloud-pubsub-v1,https://raw.githubusercontent.com/googleapis/api-client-staging/master/generated/python/gapic-google-cloud-pubsub-v1/LICENSE,Apache 2.0
gast,https://raw.githubusercontent.com/serge-sans-paille/gast/master/LICENSE,BSD-3-Clause
gevent,https://raw.githubusercontent.com/gevent/gevent/master/LICENSE,MIT
google-api-core,https://raw.githubusercontent.com/googleapis/google-cloud-python/master/LICENSE,Apache 2.0
google-api-python-client,https://raw.githubusercontent.com/google/google-api-python-client/master/LICENSE,Apache 2.0
google-apitools,https://raw.githubusercontent.com/google/apitools/master/LICENSE,Apache 2.0
google-auth,https://raw.githubusercontent.com/GoogleCloudPlatform/google-auth-library-python/master/LICENSE,Apache 2.0
google-auth-httplib2,https://raw.githubusercontent.com/GoogleCloudPlatform/google-auth-library-python-httplib2/master/LICENSE,Apache 2.0
google-auth-library-python-httplib2,https://raw.githubusercontent.com/GoogleCloudPlatform/google-auth-library-python-httplib2/master/LICENSE,Apache 2.0
google-auth-oauthlib,https://raw.githubusercontent.com/googleapis/google-auth-library-python-oauthlib/master/LICENSE,Apache 2.0
google-cloud-bigquery,https://raw.githubusercontent.com/googleapis/python-bigquery/master/LICENSE,Apache 2.0
google-cloud-bigtable,https://raw.githubusercontent.com/googleapis/google-cloud-python/master/LICENSE,Apache 2.0
google-cloud-core,https://raw.githubusercontent.com/GoogleCloudPlatform/google-cloud-python/master/LICENSE,Apache 2.0
google-cloud-datastore,https://raw.githubusercontent.com/GoogleCloudPlatform/google-cloud-datastore/master/LICENSE,Apache 2.0
google-cloud-datastore-v1,https://raw.githubusercontent.com/GoogleCloudPlatform/google-cloud-datastore/master/LICENSE,Apache 2.0
google-cloud-pubsub,https://raw.githubusercontent.com/googleapis/google-cloud-python/master/LICENSE,Apache 2.0
google-gax,https://raw.githubusercontent.com/googleapis/gax-python/master/LICENSE,Apache 2.0
google-pasta,https://raw.githubusercontent.com/google/pasta/master/LICENSE,Apache 2.0
google-resumable-media,https://raw.githubusercontent.com/googleapis/google-resumable-media-python/master/LICENSE,Apache 2.0
googleapis-common-protos,https://raw.githubusercontent.com/googleapis/api-common-protos/master/LICENSE,Apache 2.0
googledatastore,https://raw.githubusercontent.com/GoogleCloudPlatform/google-cloud-datastore/master/LICENSE,Apache 2.0
greenlet,https://raw.githubusercontent.com/python-greenlet/greenlet/master/LICENSE,MIT
grpc-google-iam-v1,https://raw.githubusercontent.com/googleapis/googleapis/master/LICENSE,Apache 2.0
grpcio,https://raw.githubusercontent.com/grpc/grpc/master/LICENSE,Apache 2.0
gym,https://raw.githubusercontent.com/openai/gym/master/LICENSE.md,MIT
h5py,https://raw.githubusercontent.com/h5py/h5py/master/licenses/license.txt
hdfs,https://github.com/mtth/hdfs/blob/master/LICENSE,MIT
horovod,https://raw.githubusercontent.com/uber/horovod/master/LICENSE,Apache 2.0
html5lib,https://raw.githubusercontent.com/html5lib/html5lib-python/master/LICENSE,MIT
httplib2,https://raw.githubusercontent.com/httplib2/httplib2/master/LICENSE,MIT
ideep4py,https://raw.githubusercontent.com/intel/ideep/master/LICENSE,MIT
idna,https://raw.githubusercontent.com/kjd/idna/master/LICENSE.rst,BSD-like
importlib-metadata,https://gitlab.com/python-devs/importlib_metadata/raw/master/LICENSE, Apache 2.0
ipaddress,https://raw.githubusercontent.com/phihag/ipaddress/master/LICENSE,PSF
ipykernel,https://raw.githubusercontent.com/ipython/ipykernel/master/COPYING.md,3-Clause BSD
ipython,https://raw.githubusercontent.com/ipython/ipython/master/LICENSE,3-Clause BSD
ipython-genutils,https://raw.githubusercontent.com/ipython/ipython_genutils/master/COPYING.md,BSD
ipywidgets,https://raw.githubusercontent.com/jupyter-widgets/ipywidgets/master/LICENSE,3-Clause BSD
itsdangerous,https://raw.githubusercontent.com/pallets/itsdangerous/master/LICENSE,3-Clause BSD
jedi,https://raw.githubusercontent.com/davidhalter/jedi/master/LICENSE.txt,MIT
jinja2,https://raw.githubusercontent.com/pallets/jinja/master/LICENSE.rst,BSD
joblib,https://raw.githubusercontent.com/joblib/joblib/master/LICENSE.txt,3-Clause BSD
jsonschema,https://raw.githubusercontent.com/Julian/jsonschema/master/COPYING,MIT
jupyter,https://raw.githubusercontent.com/jupyter/notebook/6.0.2/LICENSE,BSD
jupyter-client,https://raw.githubusercontent.com/jupyter/jupyter_client/master/COPYING.md,BSD
jupyter-console,https://raw.githubusercontent.com/jupyter/jupyter_console/master/COPYING.md,BSD
jupyter-core,https://raw.githubusercontent.com/jupyter/jupyter_core/master/COPYING.md,BSD
jupyter-http-over-ws,https://raw.githubusercontent.com/googlecolab/jupyter_http_over_ws/master/LICENSE,Apache Software License (Apache 2.0)
jupyter-tensorboard,https://raw.githubusercontent.com/lspvic/jupyter_tensorboard/master/LICENSE,MIT
jupyterlab,https://raw.githubusercontent.com/jupyterlab/jupyterlab/master/LICENSE,BSD-3-clause
keras,https://raw.githubusercontent.com/keras-team/keras/master/LICENSE,MIT
kfp-component,https://raw.githubusercontent.com/kubeflow/pipelines/master/LICENSE,Apache 2.0
kubernetes,https://raw.githubusercontent.com/kubernetes-client/python/master/LICENSE,Apache 2.0
matplotlib,https://raw.githubusercontent.com/matplotlib/matplotlib/master/LICENSE/LICENSE
mistune,https://raw.githubusercontent.com/lepture/mistune/master/LICENSE,3-Clause BSD
ml-metadata,https://raw.githubusercontent.com/google/ml-metadata/master/LICENSE,Apache 2.0
mock,https://raw.githubusercontent.com/testing-cabal/mock/master/LICENSE.txt,2-Clause BSD
monotonic,https://raw.githubusercontent.com/atdt/monotonic/master/LICENSE,Apache 2.0
more-itertools,https://raw.githubusercontent.com/erikrose/more-itertools/master/LICENSE, MIT
mpi4py,https://raw.githubusercontent.com/mpi4py/mpi4py/master/LICENSE.rst,2-Clause BSD
msgpack,https://raw.githubusercontent.com/msgpack/msgpack/python-0.1.7/python/COPYING,Apache v2
nbconvert,https://raw.githubusercontent.com/jupyter/nbconvert/master/LICENSE,BSD-4-Clause
nbformat,https://raw.githubusercontent.com/jupyter/nbformat/master/COPYING.md,BSD-4-Clause
notebook,https://raw.githubusercontent.com/jupyter/notebook/master/LICENSE,BSD
numpy,https://raw.githubusercontent.com/numpy/numpy/master/LICENSE.txt,BSD-3-Clause
oauth2client,https://raw.githubusercontent.com/google/oauth2client/master/LICENSE,Apache 2.0
oauthlib,https://raw.githubusercontent.com/oauthlib/oauthlib/master/LICENSE,BSD
opencv-python,https://raw.githubusercontent.com/skvark/opencv-python/master/LICENSE.txt,MIT
opt-einsum,https://raw.githubusercontent.com/dgasmith/opt_einsum/master/LICENSE,MIT
pandas,https://raw.githubusercontent.com/pandas-dev/pandas/master/LICENSE,3-Clause BSD
pandocfilters,https://raw.githubusercontent.com/jgm/pandocfilters/master/LICENSE,3-Clause BSD
parso,https://raw.githubusercontent.com/davidhalter/parso/master/LICENSE.txt,MIT
pathlib2,https://raw.githubusercontent.com/mcmtroffaes/pathlib2/develop/LICENSE.rst,MIT
pbr,https://raw.githubusercontent.com/openstack-dev/pbr/master/LICENSE,Apache v2
pexpect,https://raw.githubusercontent.com/pexpect/pexpect/ab7d99a670794fc2b0365440340b899a346422da/LICENSE,ISCL
pickleshare,https://raw.githubusercontent.com/pickleshare/pickleshare/master/LICENSE,MIT
ply,https://raw.githubusercontent.com/dabeaz/ply/master/README.md,BSD
prometheus-client,https://raw.githubusercontent.com/prometheus/client_python/master/LICENSE,Apache 2.0
prompt-toolkit,https://raw.githubusercontent.com/jonathanslenders/python-prompt-toolkit/master/LICENSE,3-Clause BSD
proto-google-cloud-datastore-v1,https://raw.githubusercontent.com/googleapis/googleapis/master/LICENSE,Apache 2.0
proto-google-cloud-pubsub-v1,https://raw.githubusercontent.com/GoogleCloudPlatform/google-cloud-python/master/pubsub/LICENSE,Apache 2.0
protobuf,https://raw.githubusercontent.com/protocolbuffers/protobuf/master/LICENSE,BSD-3-clause
psutil,https://raw.githubusercontent.com/giampaolo/psutil/master/LICENSE,BSD
ptyprocess,https://raw.githubusercontent.com/pexpect/ptyprocess/master/LICENSE,ISC
pyarrow,https://raw.githubusercontent.com/apache/arrow/master/LICENSE.txt,Apache 2.0
pyasn1,https://raw.githubusercontent.com/etingof/pyasn1/master/LICENSE.rst,BSD
pyasn1-modules,https://raw.githubusercontent.com/etingof/pyasn1-modules/master/LICENSE.txt,BSD
pycparser,https://raw.githubusercontent.com/eliben/pycparser/master/LICENSE,BSD-3-Clause
pycurl,https://raw.githubusercontent.com/pycurl/pycurl/master/COPYING-LGPL,LGPL+MIT
pydot,https://raw.githubusercontent.com/erocarrera/pydot/master/LICENSE,MIT
pyglet,https://raw.githubusercontent.com/adamlwgriffiths/Pyglet/master/LICENSE,3-Clause BSD
pygments,https://bitbucket.org/birkenfeld/pygments-main/raw/7941677dc77d4f2bf0bbd6140ade85a9454b8b80/LICENSE,BSD
pygobject,https://raw.githubusercontent.com/GNOME/pygobject/mainline/COPYING,LGPL 2.1
pymongo,https://raw.githubusercontent.com/mher/pymongo/master/LICENSE,Apache 2.0
pyparsing,https://raw.githubusercontent.com/pyparsing/pyparsing/master/LICENSE,MIT
pyrsistent,https://raw.githubusercontent.com/tobgu/pyrsistent/master/LICENCE.mit,MIT
python-apt,https://raw.githubusercontent.com/excid3/python-apt/master/COPYING.GPL,GPLv2
python-dateutil,https://raw.githubusercontent.com/dateutil/dateutil/283a3a3a67245e1d5791e5478ce6ff688f2c348a/LICENSE,"Apache Software License, BSD License (Dual License)"
python-editor,https://raw.githubusercontent.com/fmoo/python-editor/master/LICENSE,Apache v2
python-snappy,https://raw.githubusercontent.com/andrix/python-snappy/master/LICENSE,BSD
pytz,https://raw.githubusercontent.com/newvem/pytz/master/LICENSE.txt,MIT
pyzmq,https://raw.githubusercontent.com/zeromq/pyzmq/master/COPYING.BSD,LGPL+BSD
qtconsole,https://raw.githubusercontent.com/jupyter/qtconsole/master/LICENSE,3-Clause BSD
requests,https://raw.githubusercontent.com/requests/requests/master/LICENSE,Apache 2.0
requests-oauthlib,https://raw.githubusercontent.com/requests/requests-oauthlib/master/LICENSE,BSD
retrying,https://raw.githubusercontent.com/rholder/retrying/master/LICENSE,Apache 2.0
rsa,https://raw.githubusercontent.com/sybrenstuvel/python-rsa/master/LICENSE,Apache Software License (ASL 2)
scandir,https://raw.githubusercontent.com/benhoyt/scandir/master/LICENSE.txt,3-Clause BSD
scikit-learn,https://raw.githubusercontent.com/scikit-learn/scikit-learn/master/COPYING,BSD
scipy,https://raw.githubusercontent.com/scipy/scipy/master/LICENSE.txt,BSD
setuptools,https://raw.githubusercontent.com/pypa/setuptools/master/LICENSE,MIT
simplegeneric,https://opensource.org/licenses/ZPL-2.0,ZPL 2.1
singledispatch,https://opensource.org/licenses/MIT,MIT
six,https://raw.githubusercontent.com/benjaminp/six/master/LICENSE,MIT
sklearn,https://raw.githubusercontent.com/scikit-learn/scikit-learn/master/COPYING,BSD
sqlalchemy,https://raw.githubusercontent.com/zzzeek/sqlalchemy/master/LICENSE,MIT
statistics,https://raw.githubusercontent.com/digitalemagine/py-statistics/master/LICENSE,PSF v2
strip-hints,https://github.com/abarker/strip-hints/blob/master/LICENSE.txt,MIT
subprocess32,https://raw.githubusercontent.com/google/python-subprocess32/master/LICENSE,Python Software Foundation License
tensorboard,https://raw.githubusercontent.com/tensorflow/tensorboard/master/LICENSE,Apache 2.0
tensorflow,https://raw.githubusercontent.com/tensorflow/tensorflow/master/LICENSE,Apache 2.0
tensorflow-data-validation,https://raw.githubusercontent.com/tensorflow/data-validation/master/LICENSE,Apache 2.0
tensorflow-estimator,https://raw.githubusercontent.com/tensorflow/estimator/master/LICENSE,Apache 2.0
tensorflow-gpu,https://raw.githubusercontent.com/tensorflow/tensorflow/master/LICENSE,Apache 2.0
tensorflow-metadata,https://raw.githubusercontent.com/tensorflow/metadata/master/LICENSE,Apache 2.0
tensorflow-model-analysis,https://github.com/tensorflow/model-analysis/blob/master/LICENSE,Apache 2.0
tensorflow-serving-api,https://raw.githubusercontent.com/tensorflow/serving/master/LICENSE,Apache 2.0
tensorflow-tensorboard,https://raw.githubusercontent.com/tensorflow/tensorboard/master/LICENSE,Apache 2.0
tensorflow-transform,https://raw.githubusercontent.com/tensorflow/transform/master/LICENSE,Apache 2.0
termcolor,https://raw.githubusercontent.com/hfeeki/termcolor/master/COPYING.txt,MIT
terminado,https://raw.githubusercontent.com/jupyter/terminado/master/LICENSE,BSD
testpath,https://raw.githubusercontent.com/jupyter/testpath/master/LICENSE,MIT
tfx,https://raw.githubusercontent.com/tensorflow/tfx/master/LICENSE,Apache 2.0
tfx-bsl,https://raw.githubusercontent.com/tensorflow/tfx-bsl/master/LICENSE,Apache 2.0
tfx-nightly,https://raw.githubusercontent.com/tensorflow/tfx/master/LICENSE,Apache 2.0
torch,https://raw.githubusercontent.com/pytorch/pytorch/master/LICENSE,BSD-3-clause
torchvision,https://raw.githubusercontent.com/pytorch/vision/master/LICENSE,BSD-3-clause
tornado,https://raw.githubusercontent.com/tornadoweb/tornado/stable/LICENSE,Apache Software License 2.0
trainer,https://raw.githubusercontent.com/kubeflow/pipelines/master/LICENSE,Apache 2.0
traitlets,https://raw.githubusercontent.com/ipython/traitlets/master/COPYING.md,BSD
typing,https://raw.githubusercontent.com/python/typing/master/LICENSE,PSF
typing-extensions,https://raw.githubusercontent.com/python/typing/master/typing_extensions/LICENSE,PSF
tzlocal,https://raw.githubusercontent.com/regebro/tzlocal/master/LICENSE.txt,MIT
uritemplate,https://github.com/python-hyper/uritemplate/blob/master/LICENSE,BSD 3-Clause License or Apache 2.0
urllib3,https://raw.githubusercontent.com/urllib3/urllib3/master/LICENSE.txt,MIT
virtualenv,https://raw.githubusercontent.com/pypa/virtualenv/master/LICENSE.txt,MIT
wcwidth,https://raw.githubusercontent.com/jquast/wcwidth/master/LICENSE.txt,MIT
webencodings,https://raw.githubusercontent.com/gsnedders/python-webencodings/master/LICENSE,BSD
websocket-client,https://raw.githubusercontent.com/websocket-client/websocket-client/master/LICENSE,LGPL
widgetsnbextension,https://raw.githubusercontent.com/jupyter-widgets/ipywidgets/master/widgetsnbextension/LICENSE,BSD
wrapt,https://raw.githubusercontent.com/GrahamDumpleton/wrapt/develop/LICENSE,BSD
zipp,https://raw.githubusercontent.com/jaraco/zipp/master/LICENSE,MIT
